影志,2018/6/19,力荐,8674,“今后都会越来越好吧，希望这一天早点来”口罩成为符号，不是雾霾，而是人性的仪式，结尾竟然看到《辛德勒名单》一样的救赎。通俗感人，上海电影节首映哭倒一片，基于真实事件改编的社会意义加分，或许《我不是药神》之于中国，就像《摔跤吧爸爸》之于印度吧…能看到就不错。“其实只有一种病：穷病”
开开kergelen,2018/7/4,力荐,8444,小时候路过一家药店，门口的对联写着“只愿世间无疾病，何愁架上药染尘”
Noodles,2018/7/3,力荐,8312,人生建议：别买零食，吃不下的。
栀虞,2018/7/4,力荐,6751,王传君终于做了一个正确的决定，没有去参演那部死妈电影
大島,2018/7/5,力荐,5028,你的一个举动可能会改变别人的一生，酒吧领班从此爱上了钢管舞。
木卫二,2018/7/4,还行,3473,只要提到价值，中国电影的标准便会坍塌。明眼人都看得出，幕后黑哪是一脸奸相的大药厂，又或者，结尾辩方律师可以再底气不足一些。前后大发感言的两名老太，表演模式有何本质不同。徐峥的转变与倒贴，全是目睹惨相的愧疚觉悟——而在这样一部电影里，最不缺的就是惨。被消灭的，何止是戴口罩的病人
LOOK,2018/6/26,较差,3678,比较反感这类戴着批判现实主义帽子的电影却使用了大量讨好大众的商业片常用媚俗技巧（重点表现在笑点与哭点的有意设计），剧作方面最大的问题是徐峥的转变缺乏说服力缺乏震撼力度，人性恶看不到，人性善很牵强。2.5
张小北,2018/6/20,力荐,3767,电影能做到的好，这部电影都做到了。剩下的是这个时代不让它更好。在我们刚刚经历过的时代巨变洪流之中，有无数这样的小人物在时代洪流中艰难生存着，同时在竭力不丢失他们的灵魂。终于有这样一部电影，让我们能够看到时代，看到善意，看到希望。希望这部电影也能被这个时代善待。
喝可乐的鸟,2018/7/3,力荐,4553,炸裂，哭成狗，从观影体验上看，比达拉斯买家俱乐部好，之间隔了差不多五个《动物世界》，导演处女作就这完成度，只能说剧本实在太好。我爸爸也是药神的受益者之一，否则我应该房子也没了。感谢他们??。
OreoOlymLee,2018/7/3,较差,2822,微妙地在谄媚审查机制和迎合市场需求间取得平衡。看似蜻蜓点水地在法理与人情之间徘徊着作了一番试探性反思，却无比精明地把通过对政府（结尾法制宣传）和主角（“神性”的被赋予）这两极所本该承受的无论社会的、道义上的道德指责一股脑儿的推给大资本，本质上是取巧的推卸责任行为。
SELVEN,2018/6/30,较差,2602,50/100 又一个高压审查下变了味儿的作品，整部片子里都是好人，就外国奸商是坏蛋。观众感动得一塌糊涂，再看完结局字幕，药进医保了，吃下了这颗廉价但有效的安慰剂。就一个问题，中国进口药的高价是外商定价的锅？牵扯到版权就更让人难免浮想联翩。
给你好看,2018/7/4,力荐,2650,为一句“谁家还没个病人”泪流满面 感叹生命在“穷病”面前无药可救 感慨中国终于有了属于我们自己的有力量的电影 所有演员都非常出色 近年最好的群像表演 请记住这些电影人 宁浩 文牧野 徐峥 周一围 王传君 谭卓 章宇 杨新铭 王砚辉 咱们电影还是有希望的 愿中国的电影越来越好 谢谢
任仁忍,2018/7/4,较差,1928,可别吹了，有陆勇案这么好的原型故事做底子却拍成了超长春晚小品，先来段子笑料堆砌后催泪煽情。沾了题材的光，其实没什么货真价实的东西，人物的转折和情节设计的功能性和指向性也非常套路，故事讲得都差强人意，更遑论社会批判了。借赵本山的小品说，真没要啥自行车，看看报道可不好笑且远比这有启发
芦哲峰,2018/7/5,还行,2171,直面现实问题，勇气可嘉。但把矛头指向药物研发厂家是不公正的，药物研发需要巨额资金投入和漫长的时间成本投入。试想如果无人去研发药物，仿制药又何从仿起？对于病人来说，那才真的是只能等死。不过要是把矛头指向了应该指向的所在，这部电影也就无法上映了，所以想通过电影来改变现实的人，醒醒吧。
姨妈的鸭,2018/6/30,力荐,2012,特效是真实人性，特技是上映成功。
白玉堂,2018/7/4,力荐,2045,他想活下去，他有什么罪！！5555，我妆都哭花了。几个主演的演绎太走心了，特别是徐峥和王传君，感觉要成精了。仅有几个镜头的老奶奶也贡献了催人泪下的精彩演绎。提醒大家，一定要带纸巾！一定要带纸巾！一定要带纸巾！回头我会写一个走心的长评。
小夕克莱尔,2018/7/4,力荐,1771,“他才20岁，想活命有什么罪”
九只苍蝇撞墙,2018/7/1,较差,1036,完全没有讽刺的意思，我觉得做为一段儿带上海腔的催泪快板儿书，挺煽的。但是电影意识，没找见。不过如今去影院看电影，大家都不在乎后者有还是没有了。
frozenmoon,2018/6/30,推荐,1341,不涂彩不抹粉不抛光，近年来少见的现实主义力作。更可贵的是，清清楚楚地写中国的事，写印度的事，清清楚楚地表明这是上海，车牌上大大方方印着沪，而现在很多电影已经愈发架空现实了。战争题材写到恐怖分子得虚构一个不存在的国家，犯罪题材得虚构一个不存在的城市。《药神》为中国现实主义挽回尊严。
亵渎电影,2018/7/7,推荐,1132,我就是想实名表扬一下王传君，内地青年演员里竟然也有这种会演戏并且很卖力的实力派演员，这要是搁在好莱坞，他能拿下一座奥斯卡最佳男配。像这样的现实主义题材电影，如果编剧不是韩家女，它可能连拍摄许可证都拿不到，过审更没戏，它在国内的审查制度下没有可复制性，像这样的电影，且看且珍惜吧！
陀螺凡达可,2018/7/5,推荐,1166,三星电影，优缺点都很明显。多加一星是很佩服创作者戴着脚镣跳舞时挟带的私货，表面上其实很媚俗地迎合了审查，但同时又把所有的“不能说”都藏在了全片的各个角落，只露出来一点点让有心有共鸣的观众能够心领神会，就跟海斯法典时期的美国电影一样，给观影添了一层乐趣。
方枪枪,2018/6/30,推荐,1602,一会逗你笑，一会又让你哭。王传君吃火锅最后面对徐峥那段：由嬉皮笑脸到嘴角抽搐再到心碎无奈推门而出，微表情拿捏到位，太好了。
谢飞导演,2018/7/10,力荐,723,祝贺学院硕士毕业生文牧野出手不凡，导演了这样一部扎实、感人、有见地的处女作！看片中常在想：在疾病、死亡面前，一些常规的道义、是非怎么都成了反意？先人说过“合情合理才是好法。”那么实践证明已经不合情理的法律规章就应该改掉它！直面现实，促人思索，这样的作品值得夸赞！
Peter Cat,2018/7/1,还行,1026,对《药神》所有褒奖都建立在中国电影市场的贫乏和落后之上，纯从视听剧作的技艺层面，《药神》只是一个中规中矩没犯错的工业标准产品，甚至在导演层面是平庸的，连一个令人印象深刻的调度或者美学设计都找不到，如何可能有欲望再看一遍呢？但它又给中国工业指向了一个正确方向...
把噗,2018/6/30,较差,810,"极不舒服的“现实""消费，比??还恶劣。"
吃瓜少年,2018/7/1,力荐,1320,连群演老太太都猛戳我泪点，以后再也不能吹自己泪点高了
南悠一,2018/7/4,较差,710,当看见草坪上奔跑的孩子，你流下了两行“前后紧密相连”的热泪：第一行是说，看见了孩子在草地上奔跑，多好啊；第二行是说，和所有的人类在一起，被草地上奔跑的孩子们所感动，多好啊。（我复制的，没错，这部电影太媚俗了，因为看完你只会觉得自己一定要多挣钱。）
袁牧,2018/7/6,推荐,1075,看了一下差评，基本是自诩为独立专业的几个影评人给的吧，果然又要说电影语言，商业媚俗之类，固然把这个题材拍成侯孝贤、蔡明亮那样，影评人会有高潮，但你们其实喜欢的是影院里就坐着你们两三个人那种感觉不是吗？没有这种电影，电影人在时代急速抛弃弱势群体的巨变中，就是完全失语的。
Volcano,2018/6/30,较差,773,"这九分并不是针对这部电影的基本创作，而在于它的题材，表现的社会现实意义大过了电影里的其他东西..
拍成这样，7.0 over"
西楼尘,2018/7/4,还行,828,病是一种罪，上帝也不能赦免；穷是一种病，药神也无法医治。思慧把脱掉的衣服一件件穿上，黄毛把留长的头发一寸寸剪下，程勇把缺口补上，受益把口罩摘下。法和情谁上谁下，命和钱谁上谁下，灾厄的红药水抹到谁的头顶，侥幸的救世主降到何方人间。许多人终其一生都在寻一种药，没药的世界我们能不能活？
谢谢你们的鱼,2018/7/3,推荐,848,它远远不够好，但是对于现在的中国电影市场来说，它又好得要命。
冷月心,2018/7/4,力荐,858,8.5，给五星以资鼓励。每个人都演技在线，演思慧的女演员在暴裂无声里演哑巴的老婆，演得真的很好，心目中的今年国产片前二竟然都有她。
痞影人科莱昂,2018/6/30,还行,589,“送出去挺好的，将来比咱们有出息”，结合全片看这句台词会非常有意思。前半段刻意营造的笑料过多，同时使得整部片的意旨变得暧昧不清，而原型人物的重量和意义也被那一个个太过戏剧性（和喜剧性）的情节所无形消解。以及，在这个首尾都需要字幕进行“立场矫正”的环境下，还是别类比《达拉斯》了吧。
刘小黛,2018/7/3,推荐,751,虽然有刻意有煽情，但是这个时代触碰这样的题材实在难得，电影拍出了集体群像下的人物特质，还拥有了史诗感。现实题材不做无畏的对抗，只是展现。魔幻到让人怀疑真实，但是根据真事改编的真相知道后更是眼泪掉下来。主角原型无锡药侠陆勇先生，企业家，有白血病，电影作了一定模糊处理，新闻了解一下。
墨墨lynn,2018/6/30,还行,605,听豆瓣吹的天上有地下无的第一天就去看了，并没好到神片的地步。前期铺垫过长，后面有渐入佳境。主线没什么惊喜，就是商人为利卖仿药然后良心发现拯救世界的这种伟光正的老套路，题材加分但程勇的前后转变太突兀了，最后“十里长街”送程勇的情节有点刻意煽情了
阿北,2018/7/16,力荐,352,好电影
刘肥燕,2018/7/4,还行,493,怎么不能拿《达拉斯买家俱乐部》说事了？同样的题材，人家对人性挖掘地多好，我们只会煽情。
德川咪咪,2018/7/7,力荐,471,"《我不是药神》看到后半段，纽太普疯狂地啜泣起来，声音超大，以至于前后左右都开始看我们。
情急之下，我从裤子口袋里拉出一个口罩帮他戴上。顿时大家露出了了然又理解的表情。"
末摘花,2018/7/4,力荐,660,意外发现王传君的演技真的很棒
怂人皮埃罗,2018/7/4,较差,409,程勇的脸像七月的天说变就变，人物行为逻辑全没毛病就是最大的逻辑毛病，和张院士干架那场戏完全就是胡来，正反派说唱脸谱，药价贵药价贵药价为嘛贵？洞悉人性拉倒吧，“谁家没个病人啊”昭然若揭，利用同理心搞场社会宣泄罢了。影像更别提。
刮刮油,2018/7/5,力荐,498,带着浓浓的宁浩味，胜在题材，和徐峥。“世界上只有一种病，穷病，穷病救不了的”，直白的说到了痛处。一边卖药赚钱，一边拿钱买命，一切法和理，都在“活着”面前脱得赤条条。最后那段话为过审的目的明显，实际上格列卫尽管被列入部分地区的医保，却是有条件的，实际情况哪是这么一句能总结的。
羚羊的灵魂,2018/6/30,推荐,427,我一直以为牧师是金士杰演的哈哈哈哈哈哈竟然不是
乌鸦火堂,2018/7/4,推荐,475,虽不算完美，有些国产片的小毛病，但牛逼在于华语片环境下这个故事和题材，以及所有的演员。敏感的社会话题，法外义侠的设定，对现实的反衬，对制度的思考，群戏太棒。徐峥和宁浩，在《无人区》之后又一次探明了审查的底线，还有这个类型片的价值，对于华语片意义重大
无情,2018/7/4,力荐,593,看的时候记得带好纸巾[捂脸]我觉得不论这部片拍摄手法如何艺术价值多高，这种题材的电影能够过审就是很大的进步了。韩国能够凭借《熔炉》改变国家的法律，一部好的现实题材的电影的意义可能会远远高于作品本身。希望大家都去支持一下优秀国产片的票房??
李小丢,2018/7/1,力荐,456,年度最佳预定，旁边座的姑娘哭的都抽抽了，忍不住递过去一张纸巾。怪不得王传君不愿意去掺和爱情公寓电影，有这样的电影演谁要去演抄袭剧？配角个个出彩，真实可感的平凡人已经在这个大银幕上消失太久了。
荔枝白羊悅,2018/7/3,推荐,410,完全靠身边人安利，说是上半年欣赏过的最好电影不为过。或许不是每个人都得过“穷病”，但总看过这样的人，剧情不道德绑架，也让很多人去了解原型和幕后，里面那位卖假药的审问室时表现让我惊讶
本位,2018/6/30,较差,348,被导演直接拿剧情糊在了脸上，观感就像是张院长在台上滔滔不绝地介绍德国格列宁。
帕拉多克斯,2018/6/30,还行,269,嗯不知道是该高兴还是失望，中国（全亚洲都)在向韩国看齐拍所谓改变国家的狂煽情样板戏，故事写的不错，但总觉得它们不是电影。
Westin,2018/7/1,较差,344,韓國商業片的路子，中國特色的結局，怎麽煽情怎麽來，2018之“中囧”。
长安街最靓的仔,2018/7/4,力荐,478,看《我不是药神》时的我：??????????????????????????????（??给结尾的周一围） 如果这个暑期档爆且只爆一个片子 我希望并相信会是这部 更希望未来能有更多此类型的电影上映 代表我自己宣布此片提前锁定年度最佳了
冰山李,2018/7/4,很差,228,宁浩就别洗白了，是不是题材好就可以瞎几把拍？
二月鸟语,2018/7/2,推荐,402,影片风格上有着文牧野一贯的克制和冷静，以及他明确的诉求，我不觉得像韩影，本质上是一种属于中国的本土的电影(可能徐峥偏爱韩影和港片)。剧作上，把研发药的原创公司做成反派，把政府形象做正的处理使得反派模糊化了，这种商业化的处理应该和宁浩有关，也应该是目前审查上最大的尺度了。文牧野成了。
胤祥,2018/7/5,推荐,211,从剧作摄影到导演技巧都堪称典型的电影学院风格，不过组了个酷似初代复联的队伍也是蛮有趣的。徐峥和王传君大概要横扫各种表演奖了。这个片子能过审已是不易，有些剧作合理性，具体导演手法和意识形态面向上的问题也就不太好去苛求了。想一想觉得还是值得为这部片吹一波的。
不瓜迪,2018/7/9,力荐,274,哭哭 无法想象我活在一个陈赫比王传君火的世界
王大根,2018/7/10,推荐,183,无法想象下一部这样的电影会是什么题材、能是什么题材，感觉就像是领受了上头扔下来的一根肉骨头一样。王传君真的太好了，周一围最后靠在车上等人的那一幕帅得我愿意为他入狱三年……
黄青蕉,2018/7/10,力荐,194,《我不是药神》值得完整五星，叙事，表演，节奏，镜头都是年度最佳，唯一的短板可能就是树了正版药厂这个假敌人，但是国产电影嘛，也要理解，不算主动做恶，只能算被动装傻。徐峥真的厉害，小奸大勇，脸上都能看到一点宋康昊的影子了（不是说肥），王传君周一围都很好，这样的电影票房好，让人充满希望
sad,2018/7/1,较差,221,现实题材具有的社会意义为片子加分不少，但戏剧化改编上存在不少瑕疵，剧情走向重升华，人物塑造都太正面化，煽情尤其太过，如果能再克制点更好，类型上其实仍是大陆那一套。看过GQ对原型人物陆勇的特稿后，了解到本案曾被官方当做正面典型来宣传，为影迷所诟病的广电式结尾实其来有自。膜一膜徐峥
大旗虎皮,2018/7/4,推荐,192,贴身移动镜头跟拍，强化了写实风格。镜头调度尽量隐藏在人物运动和情节的背后，看上去似乎没什么风格，无非是中近景的对话正反打，加偶尔摇一下，事实上，镜头的跟进、位置、角度和细微运动都很严谨，与影片的现实感非常契合。一个藏着拍的导演。
神奇海螺,2018/7/4,力荐,330,这才是我们需要的现实主义！悬浮剧横行的当下，药神简直是一针救命的强心剂，为如何处理现实改编题材，兼顾深度与观赏性，提供了模范样板
末春,2018/7/3,推荐,241,希望这片子更快冲向高票房，驱动资本转向优质现实主义题材。
顿河,2018/7/5,力荐,166,所有的批评、思考、讨论，都应该建立在这已经是一部勇敢、积极、努力过了的电影，而且成色很不错。看看结出什么样的果，至少得想想这是什么样的土壤。导演的成熟之处，不在于在一部电影里呈现了自己的全部能量，而是呈现了自己的选择，并把选择做到了最好，那就对得起自己了。
邓安庆,2018/6/30,力荐,286,真是动人！完全没想到这么好看，哭成狗了。也是罕见地在影院里没看到有人刷手机。希望徐峥能拿影帝。
Zitsunari,2018/7/5,还行,175,年代感还算不错，挑点错吧：2002年4月26日（锦旗上日期）之前是不存在QQ群的；2003年百度还没有熊掌logo。
妇女艺仔,2018/7/4,推荐,241,懦弱、贪财、甚至家暴的小人物，最后却咬着牙把善事做到底——其实大部分人都是这样，即非至纯至善，也非穷凶极恶，但是看见了，没办法假装没看见。
shininglove,2018/7/5,推荐,135,这部“社会现实主义商业类型片”既成功撩动了广大民众情绪，又释放了各阶层的生存焦虑，浓得像一团炸药，各处开花，飞火流星，把弱者包围，将强者笼罩。药神和战狼一样，都属于这个时代的超级英雄，不知不觉为沉默的大多数代言。
博淙,2018/7/3,力荐,340,昨晚看完，现在想想还是很激动，我在想，如果我是一名白血病患者，会怎样？我想也会期待那样的一个药神出现。影片结束后，所有观众自发的鼓掌，这是我观影这么多年寥寥几次。所有演员在线，连群演都大妈都让人泪奔。一个开头笑最后哭的片子，预测年度前三！
文森特九六,2018/7/1,还行,170,显而易见的，并不是一部多么出众的电影，却也是一部值得些许尊重的电影。
中立的手指,2018/7/5,推荐,188,怎么过的审？甚至我公安机关的大Boss在片中都是一个略负面的角色。如果此片叫好又叫座，各路资本一拥而上带火了社会现实电影，广电总局会不会再举屠刀啊
易老邪,2018/7/2,还行,144,很好的题材和故事原型，可惜处理的太飘了。主线故事不够扎实流畅，人物转变突兀没有说服力，支线乱加戏，过于热衷添设煽情催泪戏码。
半弦月,2018/7/1,很差,129,中国电影是道填空题。讨厌辛德勒的名单
风间隼,2018/7/5,力荐,164,表面说的是药，深层说的是命。药能治病，命却不由自主，这是影片锲入中国现实的关键，也是引发大众共鸣的核心。盛世危言，却让人能看到希望，仅此一点，就足以让人忽略因商业和审查做出的种种妥协。它不完美，但是中国电影应该努力的方向。
明安,2018/7/8,推荐,143,这个电影让我躲入人群中合理流泪。
草威,2018/7/4,推荐,151,好看是料到了，没想到拍得如此朴素、扎实、流畅。文牧野是个实干派导演，他没打算要一部神作，就本本分分讲个好故事。正因如此，它对现实的关怀才显得周到、细心、准确。徐峥奉献了宋康昊级别的演出。
不良生,2018/7/1,还行,157,从“中年油腻渣男困顿潦倒之际找到契机实现人生灵魂的升华”这个角度，只想给一星；从“中国病患困苦于医疗制度吃药难要么倾家荡产高昂天价购买进口药要么被禁止买仿制药只得等死”这个反映和揭露现实角度，真想给五星。
成知默,2018/7/6,推荐,182,我认识一位姑娘，曾只身赴印度买仿药；也听闻不少病人，因药价太高而放弃治疗，并很快去世。本片短板很明显，甚至粗糙，但感谢让更多人关注到这个群体。虽有个光明的结尾，但不应一味强化药厂和患者之间的矛盾，尤其现实是零关税下药价未降，药进医保却因缺药而买不到药，但愿一切都不只是粉饰太平。
大奇特(Grinch),2018/6/19,推荐,124,改编自著名的陆勇案，医改前国人对医药问题的漠视，合理求生欲在法律面前的抗争。在还原了事件原型之余，加入了群戏和戏剧张力，落脚于伦理与法律的博弈。尽管弱化了诉讼的过程，但已经构成了对生命的敬畏。黄毛彭浩是宁浩致敬自己《疯狂的赛车》的黄毛耿浩吗？
朝阳区陆依萍,2018/7/1,还行,135,全方位通俗且教科书，符合主流国内观众观影水准式的改编，这样的题材和最后的呈现能做到这样，非常值得尊敬，但整体艺术水准不如《嘉年华》！
大卫·独处尼,2018/7/5,较差,141,走的是辛德勒名单的路子，可惜不敢打老虎，只是在老虎的默许下把狐狸揍了一顿，这极大的削弱了电影的力量，别跟韩影比了，比不了。
Mr.Z,2018/7/7,力荐,232,国内大银幕少有的现实题材，但是可能是被剧透了，期待值爆炸，所以有一点点点点遗憾，但是每个老师的表演都超级无敌棒！值得学习！
River,2018/7/4,还行,109,非常赞同的一句话—“不能因为题材好，就可以无视其他的都给高分吧”
方洛洛,2018/7/4,推荐,138,能在大屏幕上看到这种题材的中国电影，本身就是一种进步。
Neroat,2018/7/4,推荐,163,看的点映，是好电影，感觉是中国版的达拉斯买家俱乐部。开篇宁浩徐峥的名字配上印度神曲让我以为是喜剧，后来发现是社会现实题材，在完全没有心理建设的情况下好几次被触动得眼眶发红。演员表现都很不错。后期一直在思考，法律和道德哪里才是平衡点呢？
寒枝雀静,2018/7/3,推荐,76,C/本质是回避体制分析的个人英雄主义抒情，但又可通过全球化对位来映射分化的国内阶层。与其说是对商业道德的歌颂不如说是一次对市场和调控都完全无法拯救的社会绝境乐观且粗糙的描绘。大资本与律法的刻画都还是太程式化，光靠正面力量的情感支撑显然不够。越到后半程剧作推着走的痕迹就越重。
Duckweed,2018/7/5,很差,77,抄袭抄袭抄袭啊麻烦清醒一点！
水怪,2018/6/30,力荐,184,这样难得有态度、立场、尊严的电影，是需要有观众情绪足够的累积呼应，才能产生完整能量核的。这甚至与票房无关，票房只是结果。韩国的社运片可以屡破纪录，中国观众没有理由比他们差。
W小姐（吴桐）,2018/7/7,推荐,94,国产片的闪光之作，当然现实生活依然很残酷。里面最不舒服的地方就是药贩徐峥洗手不干的时候，白血病人对他的道德绑架。如果不是为了赚钱，帮忙搞到药是情份，不帮是本分，干嘛一个两个都好像欠了他们一样。你要死了，就无所谓也搭进去别人的人生？所以全程无泪点，结尾有小感动。徐峥戏真是好。
猛汉世雄,2018/7/6,力荐,104,真是一部让人痛苦的电影，看得人不想说话，只想流泪。
sterdam,2018/7/8,推荐,61,我们终于成功学会了韩国某种现实题材类型片讲故事的方式。这个反映现实的片子好看，却又并没有触及什么现实。它给徐峥、周一围包括牧师所设定的若干道德两难命题，流于表面，并不复杂和纠结，至少没揪起我作为一个观众的心。中国观众需要《药神》这样好看的电影，但这样的电影绝不能止于好看而已。
fateface,2018/7/9,推荐,55,有人说冲着敢拍这个社会题材就要好评。我觉得是很纯熟的商业片模式，该哭的地方哭，并没有意外。最后剧情失控了，往假大空的路上越走越远……
犹在镜中,2018/7/1,还行,77,改编改变了主人公身份，加了戏剧冲突，以此升华主角使其变得崇高，体现情理和法理的二律背反主题。可毛病不少：脱口罩礼赞加夹道欢送，这是什么待遇？有造神嫌疑；特写多，摇镜粗暴，艺术性差，由此剧情显得非常扎眼，易被认为在绑架观众。但演员出色，感情细腻，加上题材缘故，还是给个中评吧。
